Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural,Anxiety,Eye Strain,Obesity Risk,Poor Sleep,Age_Group,Educational_Time,Recreational_Time,Cluster,User_Segment,Risk_Score,Risk_Category
10,Male,7.19,Tablet,True,0.47,Poor Sleep,Rural,0,0,0,1,11-13,3.3793,3.8107,0,Moderate Usage,1.0,Medium Risk
17,Female,6.61,Smartphone,True,0.5,Poor Sleep,Urban,0,0,0,1,17-19,3.305,3.305,0,Moderate Usage,1.0,Medium Risk
12,Female,6.44,Laptop,True,0.49,Eye Strain,Urban,0,1,0,0,11-13,3.1556,3.2844,0,Moderate Usage,1.0,Medium Risk
14,Male,4.75,Smartphone,True,0.42,Poor Sleep,Rural,0,0,0,1,14-16,1.9949999999999999,2.755,1,Heavy Usage,1.0,Medium Risk
12,Male,4.0,Laptop,True,0.41,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,11-13,1.64,2.3600000000000003,1,Heavy Usage,1.0,Medium Risk
16,Male,5.48,Smartphone,True,0.38,"Eye Strain, Obesity Risk",Urban,0,1,1,0,17-19,2.0824000000000003,3.3976,2,Low Usage,1.0,Medium Risk
13,Female,5.58,Tablet,True,0.47,Poor Sleep,Rural,0,0,0,1,14-16,2.6226,2.9574000000000003,0,Moderate Usage,1.0,Medium Risk
8,Female,4.52,TV,True,0.57,"Poor Sleep, Anxiety, Obesity Risk",Urban,1,0,1,1,5-10,2.5763999999999996,1.9436,1,Heavy Usage,1.0,Medium Risk
17,Male,5.11,Tablet,True,0.43,Poor Sleep,Rural,0,0,0,1,17-19,2.1973000000000003,2.9127,1,Heavy Usage,1.0,Medium Risk
15,Female,3.87,Smartphone,True,0.5,"Poor Sleep, Eye Strain, Anxiety",Urban,1,1,0,1,14-16,1.935,1.935,1,Heavy Usage,1.0,Medium Risk
16,Male,5.12,Smartphone,True,0.43,"Poor Sleep, Eye Strain",Rural,0,1,0,1,17-19,2.2016,2.9184,1,Heavy Usage,1.0,Medium Risk
18,Male,5.07,Laptop,True,0.5,Poor Sleep,Urban,0,0,0,1,17-19,2.535,2.535,1,Heavy Usage,1.0,Medium Risk
17,Male,5.3,TV,True,0.42,"Poor Sleep, Anxiety",Rural,1,0,0,1,17-19,2.226,3.074,2,Low Usage,1.0,Medium Risk
15,Female,5.21,Laptop,True,0.44,Poor Sleep,Rural,0,0,0,1,14-16,2.2924,2.9175999999999997,1,Heavy Usage,1.0,Medium Risk
10,Female,4.5,Smartphone,True,0.46,Obesity Risk,Urban,0,0,1,0,11-13,2.0700000000000003,2.4299999999999997,1,Heavy Usage,1.0,Medium Risk
14,Male,3.21,Smartphone,True,0.32,Poor Sleep,Urban,0,0,0,1,14-16,1.0272000000000001,2.1828,2,Low Usage,1.0,Medium Risk
14,Female,3.36,Smartphone,True,0.32,Poor Sleep,Urban,0,0,0,1,14-16,1.0752,2.2847999999999997,2,Low Usage,1.0,Medium Risk
16,Female,4.49,TV,True,0.41,Obesity Risk,Urban,0,0,1,0,17-19,1.8409,2.6491000000000002,2,Low Usage,1.0,Medium Risk
17,Male,5.86,Smartphone,True,0.42,Poor Sleep,Urban,0,0,0,1,17-19,2.4612,3.3988000000000005,0,Moderate Usage,1.0,Medium Risk
17,Male,4.33,TV,True,0.32,Poor Sleep,Urban,0,0,0,1,17-19,1.3856,2.9444,2,Low Usage,1.0,Medium Risk
8,Male,5.54,Smartphone,True,0.57,"Poor Sleep, Obesity Risk",Rural,0,0,1,1,5-10,3.1578,2.3822,0,Moderate Usage,1.0,Medium Risk
8,Male,3.77,Smartphone,True,0.56,Eye Strain,Urban,0,1,0,0,5-10,2.1112,1.6587999999999998,1,Heavy Usage,1.0,Medium Risk
10,Female,6.43,TV,True,0.58,Obesity Risk,Urban,0,0,1,0,11-13,3.7293999999999996,2.7006,0,Moderate Usage,1.0,Medium Risk
14,Female,5.17,Smartphone,True,0.3,Eye Strain,Rural,0,1,0,0,14-16,1.551,3.6189999999999998,2,Low Usage,1.0,Medium Risk
17,Female,3.21,Smartphone,True,0.31,Poor Sleep,Rural,0,0,0,1,17-19,0.9951,2.2149,2,Low Usage,1.0,Medium Risk
17,Male,5.72,Tablet,True,0.3,Poor Sleep,Urban,0,0,0,1,17-19,1.716,4.004,2,Low Usage,1.0,Medium Risk
12,Male,3.12,Smartphone,True,0.47,Poor Sleep,Rural,0,0,0,1,11-13,1.4664,1.6536000000000002,1,Heavy Usage,1.0,Medium Risk
16,Female,7.29,Laptop,True,0.44,Poor Sleep,Urban,0,0,0,1,17-19,3.2076000000000002,4.0824,0,Moderate Usage,1.0,Medium Risk
11,Male,4.32,Smartphone,True,0.32,Poor Sleep,Rural,0,0,0,1,11-13,1.3824,2.9376,2,Low Usage,1.0,Medium Risk
9,Male,3.4,Smartphone,True,0.4,Eye Strain,Rural,0,1,0,0,5-10,1.36,2.04,1,Heavy Usage,1.0,Medium Risk
12,Male,5.11,Smartphone,True,0.44,"Poor Sleep, Eye Strain",Urban,0,1,0,1,11-13,2.2484,2.8616,1,Heavy Usage,1.0,Medium Risk
8,Female,4.58,Smartphone,True,0.42,"Poor Sleep, Eye Strain, Anxiety",Rural,1,1,0,1,5-10,1.9236,2.6564,1,Heavy Usage,1.0,Medium Risk
9,Female,6.11,Smartphone,True,0.44,Eye Strain,Urban,0,1,0,0,5-10,2.6884,3.4216,0,Moderate Usage,1.0,Medium Risk
13,Female,4.12,Smartphone,True,0.34,Poor Sleep,Urban,0,0,0,1,14-16,1.4008,2.7192,2,Low Usage,1.0,Medium Risk
15,Male,5.23,Laptop,True,0.48,Poor Sleep,Rural,0,0,0,1,14-16,2.5104,2.7196000000000002,1,Heavy Usage,1.0,Medium Risk
10,Female,6.38,Tablet,True,0.45,Poor Sleep,Urban,0,0,0,1,11-13,2.871,3.509,0,Moderate Usage,1.0,Medium Risk
16,Male,7.53,Laptop,True,0.43,"Poor Sleep, Eye Strain, Anxiety",Urban,1,1,0,1,17-19,3.2379000000000002,4.2921,0,Moderate Usage,1.0,Medium Risk
9,Male,7.46,Tablet,True,0.41,Poor Sleep,Urban,0,0,0,1,5-10,3.0585999999999998,4.401400000000001,0,Moderate Usage,1.0,Medium Risk
17,Female,6.08,Smartphone,True,0.38,"Poor Sleep, Eye Strain",Urban,0,1,0,1,17-19,2.3104,3.7696,2,Low Usage,1.0,Medium Risk
12,Female,4.93,Smartphone,True,0.46,Poor Sleep,Urban,0,0,0,1,11-13,2.2678,2.6622,1,Heavy Usage,1.0,Medium Risk
11,Male,4.85,Smartphone,True,0.44,Poor Sleep,Urban,0,0,0,1,11-13,2.134,2.7159999999999997,1,Heavy Usage,1.0,Medium Risk
17,Female,3.34,TV,True,0.45,Eye Strain,Urban,0,1,0,0,17-19,1.503,1.837,1,Heavy Usage,1.0,Medium Risk
12,Female,5.06,Smartphone,True,0.33,Poor Sleep,Urban,0,0,0,1,11-13,1.6698,3.3901999999999997,2,Low Usage,1.0,Medium Risk
11,Male,3.61,Laptop,True,0.45,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,11-13,1.6245,1.9854999999999998,1,Heavy Usage,1.0,Medium Risk
15,Male,5.04,Smartphone,True,0.31,Anxiety,Rural,1,0,0,0,14-16,1.5624,3.4776,2,Low Usage,1.0,Medium Risk
11,Male,3.74,Tablet,True,0.44,"Poor Sleep, Eye Strain",Urban,0,1,0,1,11-13,1.6456000000000002,2.0944000000000003,1,Heavy Usage,1.0,Medium Risk
17,Male,3.35,Smartphone,True,0.34,Poor Sleep,Urban,0,0,0,1,17-19,1.139,2.2110000000000003,2,Low Usage,1.0,Medium Risk
13,Female,4.25,Smartphone,True,0.48,"Poor Sleep, Anxiety",Urban,1,0,0,1,14-16,2.04,2.21,1,Heavy Usage,1.0,Medium Risk
12,Male,4.64,Laptop,True,0.31,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,11-13,1.4384,3.2016,2,Low Usage,1.0,Medium Risk
13,Male,3.67,Smartphone,True,0.3,Poor Sleep,Urban,0,0,0,1,14-16,1.101,2.569,2,Low Usage,1.0,Medium Risk
12,Male,4.58,Smartphone,True,0.42,Poor Sleep,Urban,0,0,0,1,11-13,1.9236,2.6564,1,Heavy Usage,1.0,Medium Risk
11,Male,5.21,Smartphone,True,0.48,"Poor Sleep, Eye Strain",Urban,0,1,0,1,11-13,2.5008,2.7092,1,Heavy Usage,1.0,Medium Risk
15,Female,4.96,Smartphone,True,0.34,"Poor Sleep, Eye Strain",Urban,0,1,0,1,14-16,1.6864000000000001,3.2736,2,Low Usage,1.0,Medium Risk
14,Male,3.95,TV,True,0.31,Poor Sleep,Urban,0,0,0,1,14-16,1.2245000000000001,2.7255000000000003,2,Low Usage,1.0,Medium Risk
16,Male,3.87,Smartphone,True,0.35,"Poor Sleep, Eye Strain",Urban,0,1,0,1,17-19,1.3545,2.5155000000000003,2,Low Usage,1.0,Medium Risk
17,Male,6.38,Laptop,True,0.41,Poor Sleep,Urban,0,0,0,1,17-19,2.6157999999999997,3.7642,0,Moderate Usage,1.0,Medium Risk
13,Male,3.29,Smartphone,True,0.35,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,14-16,1.1515,2.1385,2,Low Usage,1.0,Medium Risk
13,Male,5.79,Smartphone,True,0.5,"Poor Sleep, Anxiety",Urban,1,0,0,1,14-16,2.895,2.895,0,Moderate Usage,1.0,Medium Risk
13,Female,5.02,TV,True,0.39,Poor Sleep,Urban,0,0,0,1,14-16,1.9578,3.0622,2,Low Usage,1.0,Medium Risk
13,Female,5.02,Tablet,True,0.32,"Poor Sleep, Eye Strain",Urban,0,1,0,1,14-16,1.6063999999999998,3.4135999999999997,2,Low Usage,1.0,Medium Risk
17,Male,3.15,TV,True,0.32,"Poor Sleep, Anxiety",Urban,1,0,0,1,17-19,1.008,2.142,2,Low Usage,1.0,Medium Risk
17,Male,4.39,TV,True,0.3,Poor Sleep,Urban,0,0,0,1,17-19,1.317,3.0729999999999995,2,Low Usage,1.0,Medium Risk
9,Male,7.61,Tablet,True,0.41,"Poor Sleep, Eye Strain",Urban,0,1,0,1,5-10,3.1201,4.4899000000000004,0,Moderate Usage,1.0,Medium Risk
13,Female,4.46,Tablet,True,0.34,"Poor Sleep, Eye Strain",Rural,0,1,0,1,14-16,1.5164000000000002,2.9436,2,Low Usage,1.0,Medium Risk
15,Female,3.66,TV,True,0.42,"Poor Sleep, Anxiety",Urban,1,0,0,1,14-16,1.5372,2.1228000000000002,1,Heavy Usage,1.0,Medium Risk
15,Male,5.75,Smartphone,True,0.49,"Eye Strain, Anxiety, Obesity Risk",Urban,1,1,1,0,14-16,2.8175,2.9325,0,Moderate Usage,1.0,Medium Risk
12,Female,4.34,Laptop,True,0.32,Eye Strain,Urban,0,1,0,0,11-13,1.3888,2.9512,2,Low Usage,1.0,Medium Risk
15,Female,5.05,Smartphone,True,0.45,Eye Strain,Urban,0,1,0,0,14-16,2.2725,2.7775,1,Heavy Usage,1.0,Medium Risk
12,Male,3.4,TV,True,0.37,Poor Sleep,Urban,0,0,0,1,11-13,1.258,2.142,2,Low Usage,1.0,Medium Risk
16,Female,3.68,Smartphone,True,0.32,"Poor Sleep, Anxiety, Obesity Risk",Urban,1,0,1,1,17-19,1.1776,2.5024,2,Low Usage,1.0,Medium Risk
14,Female,7.68,Smartphone,True,0.32,Poor Sleep,Urban,0,0,0,1,14-16,2.4576,5.2224,0,Moderate Usage,1.0,Medium Risk
8,Male,3.2,Smartphone,True,0.42,Poor Sleep,Rural,0,0,0,1,5-10,1.344,1.856,1,Heavy Usage,1.0,Medium Risk
18,Female,4.55,Smartphone,True,0.46,"Eye Strain, Obesity Risk",Urban,0,1,1,0,17-19,2.093,2.457,1,Heavy Usage,1.0,Medium Risk
16,Male,4.33,Tablet,True,0.45,Poor Sleep,Urban,0,0,0,1,17-19,1.9485000000000001,2.3815,1,Heavy Usage,1.0,Medium Risk
11,Female,3.39,Smartphone,True,0.42,"Poor Sleep, Anxiety",Urban,1,0,0,1,11-13,1.4238,1.9662000000000002,1,Heavy Usage,1.0,Medium Risk
17,Male,4.41,TV,True,0.33,Poor Sleep,Urban,0,0,0,1,17-19,1.4553,2.9547,2,Low Usage,1.0,Medium Risk
18,Female,4.7,Laptop,True,0.46,Poor Sleep,Rural,0,0,0,1,17-19,2.1620000000000004,2.538,1,Heavy Usage,1.0,Medium Risk
16,Female,5.59,Smartphone,True,0.35,Eye Strain,Urban,0,1,0,0,17-19,1.9565,3.6334999999999997,2,Low Usage,1.0,Medium Risk
11,Female,5.12,Smartphone,True,0.44,"Poor Sleep, Anxiety",Rural,1,0,0,1,11-13,2.2528,2.8672,1,Heavy Usage,1.0,Medium Risk
17,Female,3.57,TV,True,0.49,"Poor Sleep, Anxiety",Urban,1,0,0,1,17-19,1.7492999999999999,1.8207,1,Heavy Usage,1.0,Medium Risk
17,Male,6.2,Smartphone,True,0.42,Eye Strain,Urban,0,1,0,0,17-19,2.604,3.596,0,Moderate Usage,1.0,Medium Risk
17,Female,4.96,TV,True,0.47,Poor Sleep,Rural,0,0,0,1,17-19,2.3312,2.6288,1,Heavy Usage,1.0,Medium Risk
16,Male,4.34,TV,True,0.45,"Poor Sleep, Eye Strain",Rural,0,1,0,1,17-19,1.953,2.3869999999999996,1,Heavy Usage,1.0,Medium Risk
18,Male,5.79,Smartphone,True,0.45,"Poor Sleep, Eye Strain, Anxiety",Urban,1,1,0,1,17-19,2.6055,3.1845,0,Moderate Usage,1.0,Medium Risk
14,Female,4.0,Smartphone,True,0.38,"Poor Sleep, Eye Strain, Anxiety",Urban,1,1,0,1,14-16,1.52,2.48,2,Low Usage,1.0,Medium Risk
16,Female,3.02,Smartphone,True,0.39,Eye Strain,Urban,0,1,0,0,17-19,1.1778,1.8422,2,Low Usage,1.0,Medium Risk
15,Female,5.13,Laptop,True,0.32,Anxiety,Rural,1,0,0,0,14-16,1.6416,3.4884,2,Low Usage,1.0,Medium Risk
14,Female,5.85,Laptop,True,0.39,Poor Sleep,Urban,0,0,0,1,14-16,2.2815,3.5685,2,Low Usage,1.0,Medium Risk
15,Female,6.3,TV,True,0.49,Eye Strain,Rural,0,1,0,0,14-16,3.0869999999999997,3.213,0,Moderate Usage,1.0,Medium Risk
8,Male,6.59,Smartphone,True,0.55,Obesity Risk,Urban,0,0,1,0,5-10,3.6245000000000003,2.9654999999999996,0,Moderate Usage,1.0,Medium Risk
9,Male,5.13,TV,True,0.44,"Poor Sleep, Eye Strain, Anxiety",Urban,1,1,0,1,5-10,2.2572,2.8728,1,Heavy Usage,1.0,Medium Risk
8,Male,4.48,TV,True,0.58,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,5-10,2.5984000000000003,1.8816000000000002,1,Heavy Usage,1.0,Medium Risk
12,Male,4.78,Smartphone,True,0.32,"Poor Sleep, Eye Strain",Urban,0,1,0,1,11-13,1.5296,3.2504,2,Low Usage,1.0,Medium Risk
9,Female,4.92,Tablet,True,0.59,"Poor Sleep, Eye Strain, Anxiety",Urban,1,1,0,1,5-10,2.9027999999999996,2.0172000000000003,1,Heavy Usage,1.0,Medium Risk
11,Female,4.93,TV,True,0.48,Anxiety,Urban,1,0,0,0,11-13,2.3663999999999996,2.5636,1,Heavy Usage,1.0,Medium Risk
13,Male,5.02,Smartphone,True,0.5,"Poor Sleep, Anxiety",Rural,1,0,0,1,14-16,2.51,2.51,1,Heavy Usage,1.0,Medium Risk
15,Female,4.42,Tablet,True,0.49,Poor Sleep,Urban,0,0,0,1,14-16,2.1658,2.2542,1,Heavy Usage,1.0,Medium Risk
12,Male,4.42,Laptop,True,0.43,Eye Strain,Urban,0,1,0,0,11-13,1.9005999999999998,2.5194,1,Heavy Usage,1.0,Medium Risk
11,Female,3.5,Smartphone,True,0.47,"Poor Sleep, Anxiety",Urban,1,0,0,1,11-13,1.645,1.855,1,Heavy Usage,1.0,Medium Risk
17,Female,6.57,Smartphone,True,0.38,"Poor Sleep, Eye Strain, Anxiety",Urban,1,1,0,1,17-19,2.4966,4.0734,0,Moderate Usage,1.0,Medium Risk
17,Male,7.21,Laptop,True,0.43,Poor Sleep,Rural,0,0,0,1,17-19,3.1003,4.1097,0,Moderate Usage,1.0,Medium Risk
11,Female,3.24,Smartphone,True,0.48,"Poor Sleep, Eye Strain",Rural,0,1,0,1,11-13,1.5552000000000001,1.6848,1,Heavy Usage,1.0,Medium Risk
15,Male,3.04,Laptop,True,0.43,Poor Sleep,Urban,0,0,0,1,14-16,1.3072,1.7328000000000001,1,Heavy Usage,1.0,Medium Risk
16,Female,5.86,TV,True,0.49,"Poor Sleep, Eye Strain",Rural,0,1,0,1,17-19,2.8714,2.9886000000000004,0,Moderate Usage,1.0,Medium Risk
11,Female,5.22,Smartphone,True,0.41,"Poor Sleep, Eye Strain",Urban,0,1,0,1,11-13,2.1401999999999997,3.0798,2,Low Usage,1.0,Medium Risk
9,Male,5.22,Smartphone,True,0.44,Poor Sleep,Urban,0,0,0,1,5-10,2.2967999999999997,2.9232,1,Heavy Usage,1.0,Medium Risk
12,Female,4.63,Smartphone,True,0.39,Poor Sleep,Urban,0,0,0,1,11-13,1.8057,2.8243,2,Low Usage,1.0,Medium Risk
10,Female,3.61,Smartphone,True,0.45,Obesity Risk,Rural,0,0,1,0,11-13,1.6245,1.9854999999999998,1,Heavy Usage,1.0,Medium Risk
14,Male,4.9,Smartphone,True,0.43,"Poor Sleep, Eye Strain",Urban,0,1,0,1,14-16,2.107,2.793,1,Heavy Usage,1.0,Medium Risk
18,Female,3.67,Tablet,True,0.32,Obesity Risk,Urban,0,0,1,0,17-19,1.1744,2.4955999999999996,2,Low Usage,1.0,Medium Risk
15,Female,5.11,Laptop,True,0.46,Poor Sleep,Urban,0,0,0,1,14-16,2.3506000000000005,2.7594,1,Heavy Usage,1.0,Medium Risk
12,Male,5.48,Tablet,True,0.35,Poor Sleep,Urban,0,0,0,1,11-13,1.918,3.5620000000000003,2,Low Usage,1.0,Medium Risk
16,Female,6.42,TV,True,0.45,Eye Strain,Urban,0,1,0,0,17-19,2.8890000000000002,3.5309999999999997,0,Moderate Usage,1.0,Medium Risk
9,Male,5.69,Smartphone,True,0.55,Poor Sleep,Urban,0,0,0,1,5-10,3.1295000000000006,2.5604999999999998,0,Moderate Usage,1.0,Medium Risk
16,Male,3.02,TV,True,0.43,Anxiety,Urban,1,0,0,0,17-19,1.2986,1.7214,1,Heavy Usage,1.0,Medium Risk
12,Female,4.72,Smartphone,True,0.39,Poor Sleep,Urban,0,0,0,1,11-13,1.8408,2.8792,2,Low Usage,1.0,Medium Risk
17,Female,3.18,Smartphone,True,0.41,Poor Sleep,Rural,0,0,0,1,17-19,1.3038,1.8762,1,Heavy Usage,1.0,Medium Risk
10,Male,4.54,Smartphone,True,0.46,Poor Sleep,Rural,0,0,0,1,11-13,2.0884,2.4516,1,Heavy Usage,1.0,Medium Risk
17,Female,4.86,Laptop,True,0.32,"Poor Sleep, Anxiety",Rural,1,0,0,1,17-19,1.5552000000000001,3.3048,2,Low Usage,1.0,Medium Risk
15,Male,7.52,Smartphone,True,0.39,Poor Sleep,Rural,0,0,0,1,14-16,2.9328,4.587199999999999,0,Moderate Usage,1.0,Medium Risk
17,Male,3.86,TV,True,0.5,"Poor Sleep, Anxiety",Urban,1,0,0,1,17-19,1.93,1.93,1,Heavy Usage,1.0,Medium Risk
17,Female,3.42,Smartphone,True,0.32,Poor Sleep,Rural,0,0,0,1,17-19,1.0944,2.3255999999999997,2,Low Usage,1.0,Medium Risk
18,Female,3.83,Smartphone,True,0.42,"Poor Sleep, Eye Strain",Urban,0,1,0,1,17-19,1.6086,2.2214,1,Heavy Usage,1.0,Medium Risk
12,Male,5.33,Smartphone,True,0.45,"Poor Sleep, Anxiety",Urban,1,0,0,1,11-13,2.3985000000000003,2.9314999999999998,1,Heavy Usage,1.0,Medium Risk
13,Male,4.42,Smartphone,True,0.39,"Poor Sleep, Eye Strain",Urban,0,1,0,1,14-16,1.7238,2.6962,2,Low Usage,1.0,Medium Risk
12,Female,4.32,TV,True,0.4,Poor Sleep,Urban,0,0,0,1,11-13,1.7280000000000002,2.592,2,Low Usage,1.0,Medium Risk
14,Male,5.44,Smartphone,True,0.35,"Poor Sleep, Eye Strain",Urban,0,1,0,1,14-16,1.904,3.5360000000000005,2,Low Usage,1.0,Medium Risk
17,Female,5.02,Smartphone,True,0.36,Poor Sleep,Urban,0,0,0,1,17-19,1.8071999999999997,3.2127999999999997,2,Low Usage,1.0,Medium Risk
15,Male,4.76,TV,True,0.4,Poor Sleep,Urban,0,0,0,1,14-16,1.904,2.856,2,Low Usage,1.0,Medium Risk
15,Female,5.99,Smartphone,True,0.45,Poor Sleep,Urban,0,0,0,1,14-16,2.6955,3.2945,0,Moderate Usage,1.0,Medium Risk
16,Female,3.9,Laptop,True,0.47,"Poor Sleep, Eye Strain, Obesity Risk",Rural,0,1,1,1,17-19,1.833,2.067,1,Heavy Usage,1.0,Medium Risk
12,Male,4.98,Smartphone,True,0.34,"Poor Sleep, Eye Strain, Anxiety",Urban,1,1,0,1,11-13,1.6932000000000003,3.2868000000000004,2,Low Usage,1.0,Medium Risk
12,Male,3.5,Smartphone,True,0.39,Poor Sleep,Urban,0,0,0,1,11-13,1.365,2.135,2,Low Usage,1.0,Medium Risk
18,Female,4.27,Smartphone,True,0.36,Poor Sleep,Rural,0,0,0,1,17-19,1.5372,2.7327999999999997,2,Low Usage,1.0,Medium Risk
17,Female,6.3,Laptop,True,0.36,"Poor Sleep, Eye Strain",Urban,0,1,0,1,17-19,2.268,4.032,2,Low Usage,1.0,Medium Risk
11,Male,4.72,Smartphone,True,0.49,Poor Sleep,Urban,0,0,0,1,11-13,2.3127999999999997,2.4072,1,Heavy Usage,1.0,Medium Risk
16,Male,3.41,Smartphone,True,0.47,Poor Sleep,Urban,0,0,0,1,17-19,1.6027,1.8073000000000001,1,Heavy Usage,1.0,Medium Risk
17,Male,3.72,Laptop,True,0.37,"Eye Strain, Anxiety",Urban,1,1,0,0,17-19,1.3764,2.3436000000000003,2,Low Usage,1.0,Medium Risk
15,Female,4.95,Laptop,True,0.44,Eye Strain,Urban,0,1,0,0,14-16,2.178,2.7720000000000002,1,Heavy Usage,1.0,Medium Risk
14,Female,4.08,Smartphone,True,0.45,Obesity Risk,Urban,0,0,1,0,14-16,1.836,2.2439999999999998,1,Heavy Usage,1.0,Medium Risk
10,Male,8.29,TV,True,0.59,"Poor Sleep, Eye Strain",Rural,0,1,0,1,11-13,4.891099999999999,3.3989000000000003,0,Moderate Usage,1.0,Medium Risk
11,Male,3.91,Smartphone,True,0.4,Obesity Risk,Urban,0,0,1,0,11-13,1.564,2.346,2,Low Usage,1.0,Medium Risk
12,Male,6.3,Smartphone,True,0.45,Eye Strain,Urban,0,1,0,0,11-13,2.835,3.465,0,Moderate Usage,1.0,Medium Risk
13,Male,4.37,Tablet,True,0.5,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,14-16,2.185,2.185,1,Heavy Usage,1.0,Medium Risk
8,Male,6.57,Smartphone,True,0.51,"Poor Sleep, Eye Strain",Rural,0,1,0,1,5-10,3.3507000000000002,3.2193,0,Moderate Usage,1.0,Medium Risk
11,Male,3.65,Laptop,True,0.46,Poor Sleep,Rural,0,0,0,1,11-13,1.679,1.9709999999999999,1,Heavy Usage,1.0,Medium Risk
18,Female,6.33,Smartphone,True,0.31,"Eye Strain, Obesity Risk",Rural,0,1,1,0,17-19,1.9623,4.3677,2,Low Usage,1.0,Medium Risk
14,Female,5.52,Laptop,True,0.36,Poor Sleep,Urban,0,0,0,1,14-16,1.9871999999999999,3.5328,2,Low Usage,1.0,Medium Risk
12,Male,3.82,Laptop,True,0.35,"Poor Sleep, Eye Strain",Urban,0,1,0,1,11-13,1.337,2.4829999999999997,2,Low Usage,1.0,Medium Risk
14,Male,4.97,Smartphone,True,0.42,"Poor Sleep, Anxiety",Rural,1,0,0,1,14-16,2.0873999999999997,2.8826,1,Heavy Usage,1.0,Medium Risk
15,Female,6.59,Smartphone,True,0.47,Poor Sleep,Urban,0,0,0,1,14-16,3.0972999999999997,3.4927,0,Moderate Usage,1.0,Medium Risk
11,Female,3.94,Tablet,True,0.33,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,11-13,1.3002,2.6398,2,Low Usage,1.0,Medium Risk
15,Male,3.6,Smartphone,True,0.37,Eye Strain,Rural,0,1,0,0,14-16,1.332,2.268,2,Low Usage,1.0,Medium Risk
12,Female,4.27,Smartphone,True,0.41,Anxiety,Urban,1,0,0,0,11-13,1.7506999999999997,2.5193,1,Heavy Usage,1.0,Medium Risk
17,Male,4.03,Laptop,True,0.32,Poor Sleep,Urban,0,0,0,1,17-19,1.2896,2.7404,2,Low Usage,1.0,Medium Risk
16,Male,3.93,Smartphone,True,0.48,Eye Strain,Rural,0,1,0,0,17-19,1.8864,2.0436,1,Heavy Usage,1.0,Medium Risk
17,Female,5.06,Smartphone,True,0.31,Eye Strain,Urban,0,1,0,0,17-19,1.5685999999999998,3.4913999999999996,2,Low Usage,1.0,Medium Risk
12,Female,4.55,Laptop,True,0.39,Poor Sleep,Urban,0,0,0,1,11-13,1.7745,2.7755,2,Low Usage,1.0,Medium Risk
16,Male,3.65,Smartphone,True,0.42,Anxiety,Urban,1,0,0,0,17-19,1.533,2.117,1,Heavy Usage,1.0,Medium Risk
13,Female,3.89,TV,True,0.35,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,14-16,1.3615,2.5285,2,Low Usage,1.0,Medium Risk
11,Male,3.38,TV,True,0.38,Poor Sleep,Urban,0,0,0,1,11-13,1.2844,2.0956,2,Low Usage,1.0,Medium Risk
15,Female,4.05,Tablet,True,0.44,Poor Sleep,Urban,0,0,0,1,14-16,1.782,2.268,1,Heavy Usage,1.0,Medium Risk
12,Male,4.45,Laptop,True,0.37,"Poor Sleep, Anxiety",Urban,1,0,0,1,11-13,1.6465,2.8035,2,Low Usage,1.0,Medium Risk
18,Female,5.15,Laptop,True,0.33,Poor Sleep,Urban,0,0,0,1,17-19,1.6995000000000002,3.4505,2,Low Usage,1.0,Medium Risk
11,Female,4.96,Tablet,True,0.36,"Poor Sleep, Anxiety",Urban,1,0,0,1,11-13,1.7855999999999999,3.1744000000000003,2,Low Usage,1.0,Medium Risk
12,Female,5.64,TV,True,0.37,Poor Sleep,Urban,0,0,0,1,11-13,2.0867999999999998,3.5532,2,Low Usage,1.0,Medium Risk
8,Male,4.89,Smartphone,True,0.41,"Poor Sleep, Obesity Risk",Urban,0,0,1,1,5-10,2.0048999999999997,2.8851,2,Low Usage,1.0,Medium Risk
14,Male,3.39,Laptop,True,0.35,Poor Sleep,Rural,0,0,0,1,14-16,1.1864999999999999,2.2035,2,Low Usage,1.0,Medium Risk
15,Male,3.42,TV,True,0.35,"Poor Sleep, Obesity Risk",Rural,0,0,1,1,14-16,1.1969999999999998,2.223,2,Low Usage,1.0,Medium Risk
15,Male,4.73,TV,True,0.47,"Eye Strain, Obesity Risk",Urban,0,1,1,0,14-16,2.2231,2.5069000000000004,1,Heavy Usage,1.0,Medium Risk
17,Male,5.01,TV,True,0.34,Poor Sleep,Urban,0,0,0,1,17-19,1.7034,3.3065999999999995,2,Low Usage,1.0,Medium Risk
18,Female,5.79,Smartphone,True,0.41,Eye Strain,Urban,0,1,0,0,17-19,2.3739,3.4161,0,Moderate Usage,1.0,Medium Risk
16,Female,5.5,Laptop,True,0.42,Poor Sleep,Rural,0,0,0,1,17-19,2.31,3.19,2,Low Usage,1.0,Medium Risk
